club_id,club_name,league,manager_name,season,start_date,end_date,fired,mid_season_fire,hire_type,reason
2662,SKN St. Pölten,Bundesliga Austria,Christoph Witamwas,2023/2024,2024-05-05,2024-06-30,False,False,Permanent,inferred
2662,SKN St. Pölten,Bundesliga Austria,Philipp Semlic,2023/2024,2024-01-01,2024-05-03,False,False,Permanent,inferred
2662,SKN St. Pölten,Bundesliga Austria,Jan Schlaudraff,2023/2024,2023-10-23,2023-12-31,True,True,Permanent,inferred
2662,SKN St. Pölten,Bundesliga Austria,Emanuel Pogatetz,2023/2024,2023-08-01,2023-10-23,True,True,Permanent,inferred
2662,SKN St. Pölten,Bundesliga Austria,Stephan Helm,2021/2022,2021-07-01,2023-10-23,True,True,Permanent,inferred
2662,SKN St. Pölten,Bundesliga Austria,Gerald Baumgartner,2020/2021,2021-04-28,2021-06-30,False,False,Permanent,inferred
2662,SKN St. Pölten,Bundesliga Austria,Georg Zellhofer,2020/2021,2021-04-06,2021-04-27,True,True,Permanent,inferred
2662,SKN St. Pölten,Bundesliga Austria,Robert Ibertsberger,2019/2020,2020-03-09,2021-04-05,True,True,Permanent,inferred
2662,SKN St. Pölten,Bundesliga Austria,Alexander Schmidt,2019/2020,2019-07-01,2020-03-09,True,True,Permanent,inferred
4467,TSV Hartberg,Bundesliga Austria,Manfred Schmid,2024/2025,2024-09-22,,False,False,Permanent,inferred
4467,TSV Hartberg,Bundesliga Austria,Markus Karner,2024/2025,2024-09-03,2024-09-22,True,True,Permanent,inferred
4467,TSV Hartberg,Bundesliga Austria,Markus Schopp,2022/2023,2023-01-01,2024-09-02,True,True,Permanent,inferred
4467,TSV Hartberg,Bundesliga Austria,Klaus Schmidt,2021/2022,2022-03-07,2022-11-14,True,True,Permanent,inferred
4467,TSV Hartberg,Bundesliga Austria,Kurt Russ,2021/2022,2021-07-01,2022-03-07,True,True,Permanent,inferred
4467,TSV Hartberg,Bundesliga Austria,Markus Schopp,2018/2019,2018-07-01,2021-06-30,False,False,Permanent,inferred
856,SV Mattersburg,Bundesliga Austria,Franz Ponweiser,2018/2019,2019-06-16,2020-07-30,False,False,Permanent,inferred
2446,WSG Tirol,Bundesliga Austria,Philipp Semlic,2024/2025,2024-07-01,,False,False,Permanent,inferred
2446,WSG Tirol,Bundesliga Austria,Thomas Silberberger,2013/2014,2013-07-01,2024-06-30,False,False,Permanent,inferred
266,SV Ried,Bundesliga Austria,Maximilian Senft,2022/2023,2023-03-01,,False,False,Permanent,inferred
266,SV Ried,Bundesliga Austria,Christian Heinle,2021/2022,2022-04-19,2023-03-01,True,True,Permanent,inferred
266,SV Ried,Bundesliga Austria,Robert Ibertsberger,2021/2022,2022-01-01,2022-04-18,True,True,Permanent,inferred
266,SV Ried,Bundesliga Austria,Christian Heinle,2021/2022,2021-11-08,2021-12-31,True,True,Permanent,inferred
266,SV Ried,Bundesliga Austria,Andreas Heraf,2020/2021,2021-03-26,2021-11-08,True,True,Permanent,inferred
266,SV Ried,Bundesliga Austria,Miron Muslic,2020/2021,2021-01-01,2021-03-25,True,True,Permanent,inferred
266,SV Ried,Bundesliga Austria,Gerhard Schweitzer,2020/2021,2020-12-15,2020-12-31,True,True,Permanent,inferred
266,SV Ried,Bundesliga Austria,Gerald Baumgartner,2018/2019,2019-01-01,2020-12-15,True,True,Permanent,inferred
28760,SK Austria Klagenfurt,Bundesliga Austria,Carsten Jancker,2024/2025,2025-04-27,2025-06-30,False,False,Permanent,inferred
28760,SK Austria Klagenfurt,Bundesliga Austria,Peter Pacult,2020/2021,2021-01-01,2025-04-27,True,True,Permanent,inferred
28760,SK Austria Klagenfurt,Bundesliga Austria,Robert Micheu,2018/2019,2018-10-29,2020-12-16,True,True,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Markus Mader,2024/2025,2024-12-01,,False,False,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Martin Brenner,2024/2025,2024-07-01,2024-11-30,True,True,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Andreas Heraf,2023/2024,2024-01-01,2024-06-30,False,False,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Alexander Schneider,2023/2024,2023-11-13,2023-12-31,True,True,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Markus Mader,2021/2022,2021-07-01,2023-11-13,True,True,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Alexander Schneider,2020/2021,2021-05-04,2021-06-30,False,False,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Michael Kopf,2020/2021,2021-05-04,2021-06-30,False,False,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Alexander Kiene,2020/2021,2020-08-01,2021-05-04,False,False,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Tamás Tiefenbach,2020/2021,2020-07-01,2020-07-31,False,False,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Roman Mählich,2019/2020,2019-09-16,2020-06-30,False,False,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Tamás Tiefenbach,2019/2020,2019-09-04,2019-09-15,True,True,Permanent,inferred
541,SC Austria Lustenau,Bundesliga Austria,Gernot Plassnegger,2017/2018,2017-10-02,2019-09-04,True,True,Permanent,inferred
2157,FC Blau-Weiss Linz,Bundesliga Austria,Gerald Scheiblehner,2021/2022,2021-07-01,2025-06-30,False,False,Permanent,inferred
2157,FC Blau-Weiss Linz,Bundesliga Austria,Ronald Brunmayr,2019/2020,2020-01-14,2021-06-30,False,False,Permanent,inferred
2157,FC Blau-Weiss Linz,Bundesliga Austria,Goran Djuricin,2018/2019,2019-04-16,2019-12-06,True,True,Permanent,inferred
316,Grazer AK 1902,Bundesliga Austria,Ferdinand Feldhofer,2024/2025,2025-03-24,,False,False,Permanent,inferred
316,Grazer AK 1902,Bundesliga Austria,Rene Poms,2024/2025,2024-10-22,2025-03-21,True,True,Permanent,inferred
316,Grazer AK 1902,Bundesliga Austria,Gernot Messner,2021/2022,2022-01-01,2024-10-21,True,True,Permanent,inferred
316,Grazer AK 1902,Bundesliga Austria,Stefan Kammerhofer,2021/2022,2021-10-18,2021-11-09,True,True,Permanent,inferred
316,Grazer AK 1902,Bundesliga Austria,Ralph Spirk,2021/2022,2021-10-18,2021-12-02,True,True,Permanent,inferred
316,Grazer AK 1902,Bundesliga Austria,Dieter Elsneg,2021/2022,2021-10-18,2021-12-02,True,True,Permanent,inferred
316,Grazer AK 1902,Bundesliga Austria,Gernot Plassnegger,2019/2020,2020-03-02,2021-10-18,True,True,Permanent,inferred
316,Grazer AK 1902,Bundesliga Austria,Alois Hödl,2019/2020,2020-02-25,2020-03-02,True,True,Permanent,inferred
316,Grazer AK 1902,Bundesliga Austria,David Preiß,2019/2020,2019-07-01,2020-02-25,True,True,Permanent,inferred
26,FC Basel 1893,Swiss Super League,Fabio Celestini,2023/2024,2023-10-31,2025-06-30,False,False,Permanent,inferred
26,FC Basel 1893,Swiss Super League,Heiko Vogel,2023/2024,2023-09-29,2023-10-30,True,True,Permanent,inferred
26,FC Basel 1893,Swiss Super League,Timo Schultz,2023/2024,2023-07-01,2023-09-28,True,True,Permanent,inferred
26,FC Basel 1893,Swiss Super League,Heiko Vogel,2022/2023,2023-02-07,2023-06-30,False,False,Permanent,inferred
26,FC Basel 1893,Swiss Super League,Alex Frei,2022/2023,2022-07-01,2023-02-07,True,True,Permanent,inferred
26,FC Basel 1893,Swiss Super League,Guillermo Abascal,2021/2022,2022-02-21,2022-06-09,False,False,Permanent,inferred
26,FC Basel 1893,Swiss Super League,Patrick Rahmen,2021/2022,2021-07-01,2022-02-21,True,True,Permanent,inferred
26,FC Basel 1893,Swiss Super League,Patrick Rahmen,2020/2021,2021-04-06,2021-06-30,False,False,Permanent,inferred
26,FC Basel 1893,Swiss Super League,Ciriaco Sforza,2020/2021,2020-09-01,2021-04-06,True,True,Permanent,inferred
26,FC Basel 1893,Swiss Super League,Marcel Koller,2018/2019,2018-08-02,2020-08-31,True,True,Permanent,inferred
452,BSC Young Boys,Swiss Super League,Giorgio Contini,2024/2025,2024-12-18,2025-10-31,True,True,Permanent,inferred
452,BSC Young Boys,Swiss Super League,Joël Magnin,2024/2025,2024-10-08,2024-12-17,True,True,Permanent,inferred
452,BSC Young Boys,Swiss Super League,Patrick Rahmen,2024/2025,2024-07-01,2024-10-08,True,True,Permanent,inferred
452,BSC Young Boys,Swiss Super League,Joël Magnin,2023/2024,2024-03-04,2024-06-30,False,False,Permanent,inferred
452,BSC Young Boys,Swiss Super League,Raphael Wicky,2022/2023,2022-07-01,2024-03-04,True,True,Permanent,inferred
452,BSC Young Boys,Swiss Super League,Matteo Vanetta,2021/2022,2022-03-08,2022-06-30,False,False,Permanent,inferred
452,BSC Young Boys,Swiss Super League,David Wagner,2021/2022,2021-07-01,2022-03-07,True,True,Permanent,inferred
452,BSC Young Boys,Swiss Super League,Gerardo Seoane,2018/2019,2018-07-01,2021-06-30,False,False,Permanent,inferred
260,FC Zürich,Swiss Super League,Mitchell van der Gaag,2024/2025,2025-05-31,2025-10-23,True,True,Permanent,inferred
260,FC Zürich,Swiss Super League,Ricardo Moniz,2024/2025,2024-07-01,2025-05-27,False,False,Permanent,inferred
260,FC Zürich,Swiss Super League,Ricardo Moniz,2023/2024,2024-04-23,2024-06-30,False,False,Permanent,inferred
260,FC Zürich,Swiss Super League,Murat Ural,2023/2024,2024-02-13,2024-04-22,True,True,Permanent,inferred
260,FC Zürich,Swiss Super League,Bo Henriksen,2022/2023,2022-10-10,2024-02-12,True,True,Permanent,inferred
260,FC Zürich,Swiss Super League,Genesio Colatrella,2022/2023,2022-09-23,2022-10-09,True,True,Permanent,inferred
260,FC Zürich,Swiss Super League,Franco Foda,2022/2023,2022-07-01,2022-09-21,True,True,Permanent,inferred
260,FC Zürich,Swiss Super League,André Breitenreiter,2021/2022,2021-07-01,2022-06-30,False,False,Permanent,inferred
260,FC Zürich,Swiss Super League,Massimo Rizzo,2020/2021,2020-12-24,2021-06-30,False,False,Permanent,inferred
260,FC Zürich,Swiss Super League,Massimo Rizzo,2020/2021,2020-10-05,2020-12-23,True,True,Permanent,inferred
260,FC Zürich,Swiss Super League,Ludovic Magnin,2017/2018,2018-02-20,2020-10-05,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Didier Tholot,2023/2024,2023-07-01,,False,False,Permanent,inferred
321,FC Sion,Swiss Super League,Paolo Tramezzani,2022/2023,2023-05-16,2023-06-30,False,False,Permanent,inferred
321,FC Sion,Swiss Super League,David Bettoni,2022/2023,2023-03-06,2023-05-15,False,False,Permanent,inferred
321,FC Sion,Swiss Super League,Christian Constantin,2022/2023,2023-02-27,2023-03-06,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Fabio Celestini,2022/2023,2022-11-21,2023-03-03,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Paolo Tramezzani,2021/2022,2021-10-09,2022-11-20,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Marco Walker,2020/2021,2021-03-16,2021-10-08,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Hugo Raczynski,2020/2021,2021-03-12,2021-03-15,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Christian Constantin,2020/2021,2021-03-05,2021-03-11,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Fabio Grosso,2020/2021,2020-08-25,2021-03-05,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Paolo Tramezzani,2019/2020,2020-06-03,2020-08-07,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Ricardo Dionísio,2019/2020,2020-01-01,2020-06-03,False,False,Permanent,inferred
321,FC Sion,Swiss Super League,Sébastien Bichard,2019/2020,2019-11-05,2019-12-31,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Christian Zermatten,2019/2020,2019-11-05,2019-12-31,True,True,Permanent,inferred
321,FC Sion,Swiss Super League,Stéphane Henchoz,2019/2020,2019-07-01,2019-11-03,True,True,Permanent,inferred
434,FC Luzern,Swiss Super League,Mario Frick,2021/2022,2021-12-21,2026-06-30,False,False,Permanent,inferred
434,FC Luzern,Swiss Super League,Sandro Chieffo,2021/2022,2021-11-22,2021-12-20,True,True,Permanent,inferred
434,FC Luzern,Swiss Super League,Fabio Celestini,2019/2020,2020-01-02,2021-11-22,True,True,Permanent,inferred
434,FC Luzern,Swiss Super League,Thomas Häberli,2018/2019,2019-02-21,2019-12-16,True,True,Permanent,inferred
2790,FC Lugano,Swiss Super League,Mattia Croci-Torti,2021/2022,2021-09-20,,False,False,Permanent,inferred
2790,FC Lugano,Swiss Super League,Mattia Croci-Torti,2021/2022,2021-09-01,2021-09-20,True,True,Permanent,inferred
2790,FC Lugano,Swiss Super League,Abel Braga,2021/2022,2021-07-01,2021-09-01,True,True,Permanent,inferred
2790,FC Lugano,Swiss Super League,Maurizio Jacobacci,2019/2020,2019-10-28,2021-06-30,False,False,Permanent,inferred
2790,FC Lugano,Swiss Super League,Fabio Celestini,2018/2019,2018-10-03,2019-10-28,True,True,Permanent,inferred
257,FC St. Gallen 1879,Swiss Super League,Enrico Maaßen,2024/2025,2024-07-01,,False,False,Permanent,inferred
257,FC St. Gallen 1879,Swiss Super League,Peter Zeidler,2018/2019,2018-07-01,2024-06-30,False,False,Permanent,inferred
938,FC Thun,Swiss Super League,Mauro Lustrinelli,2022/2023,2022-07-01,,False,False,Permanent,inferred
938,FC Thun,Swiss Super League,Carlos Bernegger,2020/2021,2020-10-11,2022-06-30,False,False,Permanent,inferred
938,FC Thun,Swiss Super League,Pascal Cerrone,2020/2021,2020-10-05,2020-10-10,True,True,Permanent,inferred
938,FC Thun,Swiss Super League,Marc Schneider,2017/2018,2017-07-01,2020-10-05,True,True,Permanent,inferred
61,Servette FC,Swiss Super League,Thomas Häberli,2024/2025,2024-07-01,2025-08-04,True,True,Permanent,inferred
61,Servette FC,Swiss Super League,René Weiler,2023/2024,2023-07-01,2024-06-30,False,False,Permanent,inferred
61,Servette FC,Swiss Super League,Alain Geiger,2018/2019,2018-07-01,2023-06-30,False,False,Permanent,inferred
625,Neuchâtel Xamax FCS,Swiss Super League,Anthony Braizat,2024/2025,2024-12-24,,False,False,Permanent,inferred
625,Neuchâtel Xamax FCS,Swiss Super League,Uli Forte,2022/2023,2023-04-25,2024-12-23,True,True,Permanent,inferred
625,Neuchâtel Xamax FCS,Swiss Super League,Jeff Saibene,2022/2023,2022-08-29,2023-04-23,True,True,Permanent,inferred
625,Neuchâtel Xamax FCS,Swiss Super League,Andrea Binotto,2020/2021,2021-01-01,2022-08-28,True,True,Permanent,inferred
625,Neuchâtel Xamax FCS,Swiss Super League,Martin Rueda,2020/2021,2020-12-13,2020-12-31,True,True,Permanent,inferred
625,Neuchâtel Xamax FCS,Swiss Super League,Stéphane Henchoz,2020/2021,2020-07-05,2020-12-13,True,True,Permanent,inferred
625,Neuchâtel Xamax FCS,Swiss Super League,Joël Magnin,2019/2020,2019-07-01,2020-07-05,False,False,Permanent,inferred
527,FC Lausanne-Sport,Swiss Super League,Ludovic Magnin,2022/2023,2022-07-01,2025-06-30,False,False,Permanent,inferred
527,FC Lausanne-Sport,Swiss Super League,Alain Casanova,2021/2022,2022-02-03,2022-06-30,False,False,Permanent,inferred
527,FC Lausanne-Sport,Swiss Super League,Ilija Borenovic,2021/2022,2021-07-01,2022-02-02,True,True,Permanent,inferred
527,FC Lausanne-Sport,Swiss Super League,Giorgio Contini,2018/2019,2018-07-01,2021-06-30,False,False,Permanent,inferred
163,FC Vaduz,Swiss Super League,Marc Schneider,2023/2024,2024-02-14,,False,False,Permanent,inferred
163,FC Vaduz,Swiss Super League,Martin Stocklasa,2022/2023,2023-03-01,2024-02-12,True,True,Permanent,inferred
163,FC Vaduz,Swiss Super League,Jan Mayer,2022/2023,2023-02-22,2023-02-28,True,True,Permanent,inferred
163,FC Vaduz,Swiss Super League,Jürgen Seeberger,2022/2023,2023-01-01,2023-02-21,True,True,Permanent,inferred
163,FC Vaduz,Swiss Super League,Alexander Kern,2022/2023,2022-11-17,2022-12-31,True,True,Permanent,inferred
163,FC Vaduz,Swiss Super League,Alessandro Mangiarratti,2021/2022,2022-01-01,2022-11-16,True,True,Permanent,inferred
163,FC Vaduz,Swiss Super League,Mario Frick,2018/2019,2018-09-17,2021-12-20,True,True,Permanent,inferred
504,Grasshopper Club Zurich,Swiss Super League,Tomas Oral,2024/2025,2024-11-19,2025-06-30,False,False,Permanent,inferred
504,Grasshopper Club Zurich,Swiss Super League,Giuseppe Morello,2024/2025,2024-11-06,2024-11-18,True,True,Permanent,inferred
504,Grasshopper Club Zurich,Swiss Super League,Marco Schällibaum,2023/2024,2024-04-10,2024-11-05,True,True,Permanent,inferred
504,Grasshopper Club Zurich,Swiss Super League,Bruno Berner,2023/2024,2023-07-01,2024-04-09,True,True,Permanent,inferred
504,Grasshopper Club Zurich,Swiss Super League,Giorgio Contini,2021/2022,2021-07-01,2023-06-30,False,False,Permanent,inferred
504,Grasshopper Club Zurich,Swiss Super League,Zoltán Kádár,2020/2021,2021-05-11,2021-06-30,False,False,Permanent,inferred
504,Grasshopper Club Zurich,Swiss Super League,João Carlos Pereira,2020/2021,2020-08-06,2021-05-10,False,False,Permanent,inferred
504,Grasshopper Club Zurich,Swiss Super League,Zoltán Kádár,2019/2020,2020-05-15,2020-08-05,True,True,Permanent,inferred
504,Grasshopper Club Zurich,Swiss Super League,Goran Djuricin,2019/2020,2020-02-10,2020-05-14,False,False,Permanent,inferred
504,Grasshopper Club Zurich,Swiss Super League,Uli Forte,2018/2019,2019-04-09,2020-02-08,True,True,Permanent,inferred
242,FC Winterthur,Swiss Super League,Uli Forte,2024/2025,2024-12-24,2025-10-20,True,True,Permanent,inferred
242,FC Winterthur,Swiss Super League,Ognjen Zaric,2024/2025,2024-07-01,2024-12-17,True,True,Permanent,inferred
242,FC Winterthur,Swiss Super League,Patrick Rahmen,2023/2024,2023-07-03,2024-06-30,False,False,Permanent,inferred
242,FC Winterthur,Swiss Super League,Bruno Berner,2022/2023,2022-07-01,2023-06-30,False,False,Permanent,inferred
242,FC Winterthur,Swiss Super League,Alex Frei,2021/2022,2021-12-20,2022-06-30,False,False,Permanent,inferred
242,FC Winterthur,Swiss Super League,Dario Zuffi,2021/2022,2021-12-09,2021-12-19,True,True,Permanent,inferred
242,FC Winterthur,Swiss Super League,Ralf Loose,2018/2019,2018-07-01,2021-12-09,True,True,Permanent,inferred
322,Yverdon Sport FC,Swiss Super League,Paolo Tramezzani,2024/2025,2024-12-28,2025-06-30,False,False,Permanent,inferred
322,Yverdon Sport FC,Swiss Super League,Alessandro Mangiarratti,2023/2024,2023-10-31,2024-12-17,True,True,Permanent,inferred
322,Yverdon Sport FC,Swiss Super League,Marco Schällibaum,2022/2023,2022-07-01,2023-10-30,True,True,Permanent,inferred
322,Yverdon Sport FC,Swiss Super League,Uli Forte,2021/2022,2021-08-10,2022-06-30,False,False,Permanent,inferred
322,Yverdon Sport FC,Swiss Super League,Jean-Michel Aeby,2019/2020,2019-12-13,2021-08-09,True,True,Permanent,inferred
322,Yverdon Sport FC,Swiss Super League,Anthony Braizat,2016/2017,2017-03-31,2019-11-17,True,True,Permanent,inferred
5499,FC Stade-Lausanne-Ouchy,Swiss Super League,Dalibor Stevanovic,2024/2025,2024-09-27,,False,False,Permanent,inferred
5499,FC Stade-Lausanne-Ouchy,Swiss Super League,Ricardo Dionísio,2023/2024,2023-11-15,2024-09-25,True,True,Permanent,inferred
5499,FC Stade-Lausanne-Ouchy,Swiss Super League,Anthony Braizat,2022/2023,2022-07-01,2023-11-13,True,True,Permanent,inferred
5499,FC Stade-Lausanne-Ouchy,Swiss Super League,Meho Kodro,2020/2021,2020-08-03,2022-06-30,False,False,Permanent,inferred
5499,FC Stade-Lausanne-Ouchy,Swiss Super League,Stefano Maccoppi,2019/2020,2020-06-08,2020-08-03,True,True,Permanent,inferred
5499,FC Stade-Lausanne-Ouchy,Swiss Super League,Andrea Binotto,2012/2013,2012-07-01,2020-06-01,False,False,Permanent,inferred
190,FC Copenhagen,Danish Superliga,Jacob Neestrup,2022/2023,2022-09-20,2026-03-29,True,True,Permanent,inferred
190,FC Copenhagen,Danish Superliga,Jess Thorup,2020/2021,2020-11-03,2022-09-19,True,True,Permanent,inferred
190,FC Copenhagen,Danish Superliga,Hjalte Bo Nørregaard,2020/2021,2020-10-10,2020-11-02,True,True,Permanent,inferred
190,FC Copenhagen,Danish Superliga,Ståle Solbakken,2013/2014,2013-08-22,2020-10-10,True,True,Permanent,inferred
865,FC Midtjylland,Danish Superliga,Thomas Thomasberg,2022/2023,2023-03-23,2025-09-01,True,True,Permanent,inferred
865,FC Midtjylland,Danish Superliga,Albert Capellas,2022/2023,2022-08-24,2023-03-14,True,True,Permanent,inferred
865,FC Midtjylland,Danish Superliga,Henrik Jensen,2022/2023,2022-07-28,2022-08-23,True,True,Permanent,inferred
865,FC Midtjylland,Danish Superliga,Bo Henriksen,2021/2022,2021-07-01,2022-07-28,False,False,Permanent,inferred
865,FC Midtjylland,Danish Superliga,Brian Priske,2019/2020,2019-11-21,2021-06-30,False,False,Permanent,inferred
865,FC Midtjylland,Danish Superliga,Brian Priske,2019/2020,2019-08-20,2019-11-20,True,True,Permanent,inferred
865,FC Midtjylland,Danish Superliga,Kenneth Andersen,2018/2019,2018-10-10,2019-08-19,True,True,Permanent,inferred
2778,FC Nordsjaelland,Danish Superliga,Jens Olsen,2024/2025,2024-07-01,,False,False,Permanent,inferred
2778,FC Nordsjaelland,Danish Superliga,Johannes Hoff Thorup,2022/2023,2023-01-07,2024-06-30,False,False,Permanent,inferred
2778,FC Nordsjaelland,Danish Superliga,Flemming Pedersen,2018/2019,2019-03-25,2023-01-06,True,True,Permanent,inferred
206,Bröndby IF,Danish Superliga,Frederik Birk,2024/2025,2025-01-08,2025-09-09,True,True,Permanent,inferred
206,Bröndby IF,Danish Superliga,Frederik Birk,2024/2025,2024-12-12,2024-12-31,True,True,Permanent,inferred
206,Bröndby IF,Danish Superliga,Jesper Sørensen,2022/2023,2023-01-02,2024-12-11,True,True,Permanent,inferred
206,Bröndby IF,Danish Superliga,Niels Frederiksen,2019/2020,2019-07-01,2022-11-14,True,True,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Lars Lungi Sørensen,2022/2023,2023-03-22,2025-06-30,False,False,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Lars Vind,2022/2023,2022-07-01,2023-03-22,True,True,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Michael Kryger,2021/2022,2022-03-09,2022-06-30,False,False,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Rafael van der Vaart,2021/2022,2022-03-09,2022-06-30,False,False,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Roland Vrabec,2021/2022,2021-08-11,2022-03-09,True,True,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Peter Hyballa,2020/2021,2021-05-31,2021-08-11,True,True,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Lars Vind,2020/2021,2021-05-11,2021-05-30,False,False,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Ólafur Helgi Kristjánsson,2020/2021,2020-07-16,2021-05-10,False,False,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Troels Bech,2019/2020,2020-06-10,2020-07-31,False,False,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Lars Olsen,2019/2020,2019-10-28,2020-06-09,False,False,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,Claus Nørgaard,2019/2020,2019-09-16,2019-10-27,True,True,Permanent,inferred
3426,Esbjerg fB,Danish Superliga,John Lammers,2017/2018,2017-07-01,2019-09-16,True,True,Permanent,inferred
1053,Aalborg BK,Danish Superliga,Kristoffer Wichmann,2024/2025,2025-04-23,2025-05-26,False,False,Permanent,inferred
1053,Aalborg BK,Danish Superliga,Menno van Dam,2023/2024,2024-05-27,2025-04-21,True,True,Permanent,inferred
1053,Aalborg BK,Danish Superliga,Mathias Haugaasen,2023/2024,2024-04-16,2024-05-26,False,False,Permanent,inferred
1053,Aalborg BK,Danish Superliga,Oscar Hiljemark,2022/2023,2023-03-21,2024-06-02,False,False,Permanent,inferred
1053,Aalborg BK,Danish Superliga,Erik Hamrén,2022/2023,2022-09-15,2023-03-20,True,True,Permanent,inferred
1053,Aalborg BK,Danish Superliga,Lars Friis,2021/2022,2022-03-09,2022-09-15,True,True,Permanent,inferred
1053,Aalborg BK,Danish Superliga,Martí Cifuentes,2020/2021,2021-01-01,2022-01-23,True,True,Permanent,inferred
1053,Aalborg BK,Danish Superliga,Peter Feher,2020/2021,2020-10-29,2020-12-31,True,True,Permanent,inferred
1053,Aalborg BK,Danish Superliga,Jacob Friis,2018/2019,2018-12-10,2020-10-29,True,True,Permanent,inferred
678,Aarhus GF,Danish Superliga,Uwe Rösler,2022/2023,2022-07-01,2025-06-30,False,False,Permanent,inferred
678,Aarhus GF,Danish Superliga,David Nielsen,2017/2018,2017-10-01,2022-06-30,False,False,Permanent,inferred
173,Odense Boldklub,Danish Superliga,Simon Finsen,2023/2024,2024-01-01,2024-06-30,False,False,Permanent,inferred
173,Odense Boldklub,Danish Superliga,Søren Krogh,2023/2024,2024-01-01,2025-06-30,False,False,Permanent,inferred
173,Odense Boldklub,Danish Superliga,Søren Krogh,2023/2024,2023-11-02,2023-12-31,True,True,Permanent,inferred
173,Odense Boldklub,Danish Superliga,Andreas Alm,2020/2021,2021-06-01,2023-11-02,True,True,Permanent,inferred
173,Odense Boldklub,Danish Superliga,Michael Hemmingsen,2020/2021,2021-03-16,2021-06-30,False,False,Permanent,inferred
173,Odense Boldklub,Danish Superliga,Jakob Michelsen,2018/2019,2018-07-01,2021-03-15,True,True,Permanent,inferred
173,Odense Boldklub,Danish Superliga,Steffen Nielsen,2009/2010,2009-07-01,2022-04-30,True,True,Permanent,inferred
5817,SönderjyskE,Danish Superliga,Thomas Nörgaard,2022/2023,2022-12-16,,False,False,Permanent,inferred
5817,SönderjyskE,Danish Superliga,Henrik Hansen,2021/2022,2022-01-01,2022-11-05,True,True,Permanent,inferred
5817,SönderjyskE,Danish Superliga,Simon Poulsen,2021/2022,2021-11-02,2021-12-31,True,True,Permanent,inferred
5817,SönderjyskE,Danish Superliga,Michael Boris,2021/2022,2021-07-01,2021-11-01,True,True,Permanent,inferred
5817,SönderjyskE,Danish Superliga,Glen Riddersholm,2018/2019,2019-01-01,2021-05-26,False,False,Permanent,inferred
5724,Randers FC,Danish Superliga,Rasmus Bertelsen,2022/2023,2023-03-23,,False,False,Permanent,inferred
5724,Randers FC,Danish Superliga,Thomas Thomasberg,2018/2019,2018-07-01,2023-03-22,True,True,Permanent,inferred
1177,Silkeborg IF,Danish Superliga,Kent Nielsen,2019/2020,2019-07-01,,False,False,Permanent,inferred
2414,AC Horsens,Danish Superliga,David Nielsen,2024/2025,2025-03-01,2026-03-10,True,True,Permanent,inferred
2414,AC Horsens,Danish Superliga,Martin Retov,2024/2025,2024-07-01,2025-03-01,True,True,Permanent,inferred
2414,AC Horsens,Danish Superliga,Claus Troelsen,2023/2024,2024-03-14,2024-06-30,False,False,Permanent,inferred
2414,AC Horsens,Danish Superliga,Joakim Persson,2022/2023,2023-06-28,2024-03-13,True,True,Permanent,inferred
2414,AC Horsens,Danish Superliga,Jens Berthel Askou,2020/2021,2021-01-07,2023-06-07,False,False,Permanent,inferred
2414,AC Horsens,Danish Superliga,Mads Lyng,2020/2021,2020-12-09,2020-12-31,True,True,Permanent,inferred
2414,AC Horsens,Danish Superliga,Jonas Dal,2020/2021,2020-08-24,2020-12-08,True,True,Permanent,inferred
